,KABKOT,month,geometry,longitude,latitude,year,so2,time
0,JAKARTA BARAT,1,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,73.19640921533328,2020-01-01 09:36:00
1,JAKARTA BARAT,2,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,70.59628930181117,2020-02-01 09:36:00
2,JAKARTA BARAT,3,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,93.15283415148332,2020-02-29 14:24:00
3,JAKARTA BARAT,4,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,109.27888259000932,2020-03-31 14:24:00
4,JAKARTA BARAT,5,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,121.62072925228148,2020-04-30 14:24:00
5,JAKARTA BARAT,6,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,118.19472424735727,2020-05-31 14:24:00
6,JAKARTA BARAT,7,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,120.38656613746178,2020-06-30 14:24:00
7,JAKARTA BARAT,8,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,105.61877736934585,2020-07-31 14:24:00
8,JAKARTA BARAT,9,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,100.52870677269506,2020-08-31 14:24:00
9,JAKARTA BARAT,10,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,95.9642448304352,2020-09-30 14:24:00
10,JAKARTA BARAT,11,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,90.07327763259873,2020-10-31 14:24:00
11,JAKARTA BARAT,12,"MULTIPOINT ((106.69999999999996 -6.150000000000003), (106.69999999999996 -6.100000000000003), (106.74999999999996 -6.200000000000003), (106.74999999999996 -6.150000000000003), (106.79999999999995 -6.200000000000003), (106.79999999999995 -6.150000000000003))",106.74999999999996,-6.158333333333336,2020.0,78.11836128333951,2020-11-30 14:24:00
12,JAKARTA PUSAT,1,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,76.07308460738047,2020-01-01 09:36:00
13,JAKARTA PUSAT,2,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,72.75977038988997,2020-02-01 09:36:00
14,JAKARTA PUSAT,3,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,96.36101464166187,2020-02-29 14:24:00
15,JAKARTA PUSAT,4,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,111.83425114140474,2020-03-31 14:24:00
16,JAKARTA PUSAT,5,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,124.03146482730419,2020-04-30 14:24:00
17,JAKARTA PUSAT,6,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,120.06736457373071,2020-05-31 14:24:00
18,JAKARTA PUSAT,7,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,121.95073847403894,2020-06-30 14:24:00
19,JAKARTA PUSAT,8,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,106.34186847025994,2020-07-31 14:24:00
20,JAKARTA PUSAT,9,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,101.55574260663961,2020-08-31 14:24:00
21,JAKARTA PUSAT,10,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,97.3087845211295,2020-09-30 14:24:00
22,JAKARTA PUSAT,11,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,92.48174601536968,2020-10-31 14:24:00
23,JAKARTA PUSAT,12,POINT (106.84999999999997 -6.200000000000003),106.84999999999995,-6.200000000000003,2020.0,81.01236790848834,2020-11-30 14:24:00
24,JAKARTA SELATAN,1,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,80.75442074120761,2020-01-01 09:36:00
25,JAKARTA SELATAN,2,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,77.76004320527521,2020-02-01 09:36:00
26,JAKARTA SELATAN,3,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,102.10078531135828,2020-02-29 14:24:00
27,JAKARTA SELATAN,4,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,119.88429868475804,2020-03-31 14:24:00
28,JAKARTA SELATAN,5,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,133.43508469411893,2020-04-30 14:24:00
29,JAKARTA SELATAN,6,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,129.26272107020554,2020-05-31 14:24:00
30,JAKARTA SELATAN,7,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,131.2169349995161,2020-06-30 14:24:00
31,JAKARTA SELATAN,8,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,114.08421631930202,2020-07-31 14:24:00
32,JAKARTA SELATAN,9,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,107.73312438789218,2020-08-31 14:24:00
33,JAKARTA SELATAN,10,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,102.65874641272883,2020-09-30 14:24:00
34,JAKARTA SELATAN,11,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,97.43191801664493,2020-10-31 14:24:00
35,JAKARTA SELATAN,12,"MULTIPOINT ((106.74999999999996 -6.250000000000003), (106.79999999999995 -6.350000000000002), (106.79999999999995 -6.3000000000000025), (106.79999999999995 -6.250000000000003), (106.84999999999997 -6.3000000000000025), (106.84999999999997 -6.250000000000003))",106.8083333333333,-6.283333333333336,2020.0,85.42013285923507,2020-11-30 14:24:00
36,JAKARTA TIMUR,1,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,78.3278447886856,2020-01-01 09:36:00
37,JAKARTA TIMUR,2,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,74.4870838755565,2020-02-01 09:36:00
38,JAKARTA TIMUR,3,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,98.59392976074209,2020-02-29 14:24:00
39,JAKARTA TIMUR,4,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,114.03991980111012,2020-03-31 14:24:00
40,JAKARTA TIMUR,5,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,126.48907345199234,2020-04-30 14:24:00
41,JAKARTA TIMUR,6,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,122.15716590918898,2020-05-31 14:24:00
42,JAKARTA TIMUR,7,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,123.77349254817254,2020-06-30 14:24:00
43,JAKARTA TIMUR,8,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,107.04336515460281,2020-07-31 14:24:00
44,JAKARTA TIMUR,9,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,101.9813556614229,2020-08-31 14:24:00
45,JAKARTA TIMUR,10,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,97.76060499609741,2020-09-30 14:24:00
46,JAKARTA TIMUR,11,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,93.90195275428314,2020-10-31 14:24:00
47,JAKARTA TIMUR,12,"MULTIPOINT ((106.89999999999996 -6.350000000000002), (106.89999999999996 -6.3000000000000025), (106.89999999999996 -6.250000000000003), (106.89999999999996 -6.200000000000003), (106.94999999999996 -6.200000000000003))",106.90999999999997,-6.2600000000000025,2020.0,82.97246080679638,2020-11-30 14:24:00
48,JAKARTA UTARA,1,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,70.17355049963793,2020-01-01 09:36:00
49,JAKARTA UTARA,2,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,66.59557511685777,2020-02-01 09:36:00
50,JAKARTA UTARA,3,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,88.95393403478758,2020-02-29 14:24:00
51,JAKARTA UTARA,4,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,102.25475646680307,2020-03-31 14:24:00
52,JAKARTA UTARA,5,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,113.10096466649347,2020-04-30 14:24:00
53,JAKARTA UTARA,6,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,109.48943706028383,2020-05-31 14:24:00
54,JAKARTA UTARA,7,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,111.22200420441291,2020-06-30 14:24:00
55,JAKARTA UTARA,8,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,96.99646848313483,2020-07-31 14:24:00
56,JAKARTA UTARA,9,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,93.47659986558443,2020-08-31 14:24:00
57,JAKARTA UTARA,10,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,90.04793006790001,2020-09-30 14:24:00
58,JAKARTA UTARA,11,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,85.85843665310234,2020-10-31 14:24:00
59,JAKARTA UTARA,12,"MULTIPOINT ((106.79999999999995 -6.100000000000003), (106.84999999999997 -6.150000000000003), (106.89999999999996 -6.150000000000003), (106.89999999999996 -6.100000000000003), (106.94999999999996 -6.150000000000003), (106.94999999999996 -6.100000000000003))",106.89166666666662,-6.125000000000003,2020.0,75.14792714025916,2020-11-30 14:24:00
